,IRF4,BATF_1
SOX9_motif6,0.02588220781765341,0.00795185698300794
MEIS1_motif4,0.025826829922941632,-0.0013734098794062019
HSF1_motif3,0.025813864585484327,0.02153737276447125
TFAP2A_motif1,0.02580278971565836,0.022831389717552122
INSM1_motif1,0.025778560716323305,0.01170633246399233
NFIX_motif2,0.02575251454509466,0.003272497635611874
YBX1_motif1,0.025575271615289705,0.006034811689545378
MLXIPL_motif1,0.02551300724266522,0.008607540194522348
TBX21_motif1,0.02550980572477894,-0.003912472757487391
SOX17_motif1,0.025498342817495655,0.0058563522175843815
RARA_motif5,0.02542755464165408,-0.0052499354178075905
PRDM1_motif2,0.025309543185500296,0.006686530390233737
TAL1_motif2,0.02526812671263518,0.017771343637832643
GATA1_motif8,0.025255217309790086,-0.009049257436942485
STAT5A_motif1,0.02517293435718125,0.023892543951842454
FOXK1_motif1,0.025147363355068154,-0.016250533126097668
EGR2_motif2,0.025059868498838657,0.014154660394471075
SOX10_motif5,0.02493235044082238,0.010253237106993935
NR4A2_motif1,0.024917222400244052,0.0008449385017359956
IRF3_motif2,0.024774513275873284,0.017117952420919947
POU5F1_motif1,0.02472121366275305,-0.021191854435625067
SMARCC1_motif1,0.024699898357480043,0.008070681701933317
MYF6_motif1,0.024475191842487892,0.0014259120014815637
HOXA1_motif1,0.024420574393602398,0.01795874433396926
JDP2_motif2,0.024289697080055718,-0.0033244081752967936
MXI1_motif1,0.024264011946881426,0.012310436668113513
SOX10_motif1,0.024151783375684847,-0.003068303229313646
EOMES_motif1,0.024094264927550943,-0.00026842603693151947
USF1_motif2,0.02404069574831597,0.010550646615863959
PPARD_motif1,0.024024792081114958,-0.007118055551609299
SIX1_motif1,0.02388296499157998,0.007890224518674644
CLOCK_motif2,0.023815761480624104,0.01594581181211614
IKZF1_motif3,0.02371007805375584,0.008132343773913803
TEF_motif1,0.023653096679783707,0.0028367352388747953
NEUROD2_motif1,0.023617072140520643,-0.00230724591239304
TEAD4_motif2,0.02358442103911589,0.011569583422169957
PTF1A_motif1,0.023460560656446354,0.00011232156121582213
MYC_motif1,0.023453421321483394,0.011554725294113806
ZIC5_motif1,0.0231794339067721,0.020894522807297075
SNAI3_motif1,0.0231717936666589,-0.0015701017323579752
YY1_motif5,0.023048033681014636,-0.022054554357067768
ZKSCAN4_motif1,0.022951554014403505,-0.014423328926795174
ZKSCAN3_motif1,0.022951554014403505,-0.014423328926795174
WT1_motif1,0.02294896419091578,0.027240028170459393
RXRA_motif1,0.02294443898909168,0.013016592583936901
NPAS2_motif1,0.022858303374504313,0.012537224806510113
USF2_motif1,0.02283671948120814,0.0012984901836013486
SRF_motif2,0.02281576507135112,0.013869334310484017
EBF1_motif1,0.02280962106683193,0.01060929011383739
HIC2_motif1,0.022800274688596342,0.005441419422143373
TFAP2E_motif1,0.022742993264655238,0.025772199799619415
NHLH1_motif2,0.022723809037542172,0.002666707609145485
ZIC1_motif1,0.022679757728599762,0.014974728340114927
IRF5_motif1,0.022530633525703878,0.009524445075103721
TFAP4_motif2,0.022464936683318868,0.0023220207804034733
TFAP2C_motif3,0.02242087911866573,0.02506853406420407
SOX10_motif4,0.022404188046989265,-0.01156381533084789
HES2_motif1,0.02233582405075101,0.01794873849786298
RXRG_motif1,0.022256065532132416,-0.004428169260658524
FEZF2_motif1,0.022153990753770454,0.007642244966605124
TCF3_motif1,0.022132431536909764,-0.0006696530999663142
NEUROG1_motif1,0.022098205952584618,-0.006282594359930671
OSR1_motif1,0.022087038164058586,0.011707976045007439
BACH1_motif1,0.022068019703091368,0.00248743481328217
BACH1_motif2,0.02205488201774696,-0.00158006035516863
BACH1_motif3,0.021885770696812547,0.01193637155465379
KLF1_motif1,0.02185492623243999,0.011625546562053822
ZNF423_motif1,0.02184071337992662,-0.003240254174249853
PAX6_motif2,0.021832587700736282,0.008580690785960798
HNF4A_motif2,0.02180205498267784,0.010338771765813224
PRDM6_motif1,0.021759293409744678,0.009763619663380815
ZBTB7A_motif2,0.02173173572024109,0.013561615064303145
NR3C2_motif1,0.021626055227647555,-0.009658502775683166
PBX2_motif1,0.021482178506453554,0.0003264999595750522
EHF_motif1,0.02134806843722078,-0.013255352237238225
CTCFL_motif1,0.021340828725609457,0.0236237351448843
ATOH7_motif1,0.021336270024148753,-0.0025043384568619546
POU2F1_motif1,0.02133288700914373,-0.016007333181547505
CTCF_motif2,0.021297366574205445,0.019110766393678518
NR2F6_motif2,0.021260855862296556,0.021759201754412903
NFE2_motif1,0.021256663985932046,0.023783398203043572
RARA_motif3,0.021250746470744274,0.0027777107131003557
BRCA1_motif2,0.02118770486172138,-0.006245175836397486
ESR1_motif1,0.021130947633736262,0.0004727385274110849
CEBPD_motif1,0.021121250202131195,-0.002765546126993186
TFAP2C_motif4,0.020976466158358683,0.02455145545650013
TFAP2A_motif4,0.02088443803104955,0.024200954321608906
HSF2_motif1,0.020866263540854146,0.011777385009837125
HBP1_motif1,0.020845443822358416,-0.0019652915862479357
MAX_motif4,0.02077692854795584,0.01368770215396144
FOXJ3_motif1,0.02077345728056266,-0.0043606786594471095
TP73_motif1,0.020766652962342643,-0.00042107850143200933
IRF7_motif3,0.020625992063624258,-0.00027478116659356434
YY1_motif3,0.020610682790826985,-0.004329206993849085
MAFG_motif2,0.020606017436630278,-0.011600282232404772
NFIA_motif1,0.020561660861230468,0.0005346259883699633
CREB3L1_motif2,0.020491756248492775,0.008422036608889055
PATZ1_motif2,0.020490263680742186,0.024803275627795603
ZNF148_motif1,0.02043146556279154,0.012704943854834675
THRB_motif1,0.020289938808502248,-0.010114356436835104
PRDM1_motif1,0.020273067584582947,-0.01109253435347115
RFX5_motif1,0.02018517497111104,0.005157500730431838
MAFK_motif2,0.020102091898836216,-0.002863905869012636
MAFG_motif1,0.02010122202901445,-0.006937470380992044
MYBL2_motif3,0.02004445662988926,0.006532076179158943
POU4F2_motif1,0.0200169605805321,0.005189989896549437
TBX15_motif1,0.020011806445445358,0.005192268279376664
GLI2_motif2,0.02000088584918918,-0.013441753384911133
PGR_motif2,0.019986313751789362,-0.02308339030599024
MNT_motif1,0.019978165658000317,0.012101525231780121
ZEB1_motif4,0.019934170528193018,0.013683745488244936
ZIC2_motif1,0.019912311770786048,0.011161074569209006
FOSL1_motif1,0.019859498289557822,-0.0008844614504335801
MYB_motif1,0.019852991453816388,0.0006854777047646357
TFDP3_motif1,0.019848188901898725,0.01408817327446659
TFDP2_motif1,0.019848188901898725,0.01408817327446659
TFDP1_motif2,0.019848188901898725,0.01408817327446659
DBP_motif1,0.019831969066594582,0.002927305602192051
NFIB_motif1,0.019810580200684016,0.0014434536460480086
NHLH1_motif3,0.019717519392058916,0.006991250828008229
MYCN_motif1,0.019679957129817332,0.013788969578855101
TCF12_motif1,0.01962839650239504,-0.0008538730422858204
CREB3_motif2,0.0195763081538117,-0.0027906043442187272
NR4A2_motif2,0.019498843015424552,-0.005790149661098862
ZIC1_motif2,0.01941251178252125,0.02859545075213471
NFE2L1_motif2,0.019404805398964973,-0.006801777983729341
TWIST1_motif1,0.019398241548635207,0.009274478937528247
STAT1_motif2,0.019386097441320485,0.0033740059766877517
CEBPA_motif2,0.01936040224195368,0.0025430824778777737
SPDEF_motif2,0.019293631740290897,0.002537293072310033
SOX8_motif2,0.019284902761988066,0.016443903176275778
NR2F2_motif2,0.01928212989273659,-0.0002904320582519537
PBX1_motif2,0.019256598095794313,0.010438929749578817
ASCL1_motif1,0.01923393709952293,0.002986012125941648
SIX2_motif1,0.019196735101013197,0.010695876017335751
PAX4_motif4,0.01915963209352209,0.011664763959017296
GATA3_motif1,0.0191433750499841,-0.011269003938867107
MEF2A_motif6,0.019142514981455038,-0.006871167692381055
RFX1_motif4,0.019111202887422858,-0.005223591356562208
FOXO6_motif2,0.01902885423966292,0.025218669389647355
ZNF8_motif1,0.01902838426665889,0.0026311121464322783
FOXD2_motif1,0.018876049335514358,-0.0029563108672335634
KLF15_motif1,0.018853009145363676,0.014684756565647297
RARA_motif2,0.018843525304507322,-0.002410307075736195
HINFP_motif3,0.01880388963075518,0.01291900590104974
ZIC3_motif2,0.01878318445085881,0.025415051126437646
ZIC3_motif1,0.018783016545137633,0.025415591623919955
NFYA_motif2,0.018754796361604074,0.003652742494687261
CLOCK_motif1,0.018731728255089557,0.003995597337523629
CEBPG_motif2,0.01859991987986666,0.010890279013729633
MITF_motif1,0.018579706129858355,0.005620189641949997
POU2F1_motif9,0.01853214874976405,-0.006525210587576846
ZEB1_motif5,0.01846401470693156,0.0036888561217917094
RUNX1_motif1,0.018422381281127928,-0.0020237274231528573
PLAGL1_motif1,0.018363994206163636,0.004357619352001143
SMAD3_motif1,0.018279775895595332,0.009962035749149204
HNF4A_motif4,0.01826554415368833,0.0006747617741715078
ISL1_motif1,0.018141768111040638,-0.005892136961395162
ZIC3_motif4,0.018076947088534506,0.011907568428538743
LHX9_motif1,0.017988302485653095,0.004429639780594754
IKZF1_motif1,0.017805124496142657,0.0039685104972311145
ETV7_motif1,0.017731630328061368,-0.009620249287971464
MLXIP_motif1,0.017685249979298667,0.012744388658090426
ID2_motif1,0.01763657535372057,0.012749269131303935
ID1_motif1,0.01763657535372057,0.012749269131303935
E2F4_motif1,0.01763279633388722,0.025796222645777144
USF1_motif3,0.017556228268493897,0.0030103781396054875
TEAD1_motif2,0.0175001529741089,0.0169406185897288
CTCF_motif3,0.017431013453132502,0.012131972000041
POU5F1_motif2,0.01740101520099163,-0.0007558176701398214
PBX3_motif2,0.017307930694022634,0.012480831143315926
TBX1_motif2,0.01726185608038621,-0.0038956844268294676
DUX4_motif1,0.017261154258923977,-0.006378501679952436
ZSCAN4_motif1,0.017194453364778612,0.007282437025433475
NFATC1_motif2,0.01718702535016129,0.0038370795023427097
JUND_motif4,0.017064885776987847,0.010050130481170665
ATF3_motif1,0.016928880247781296,-0.005835175230762263
ARNT_motif2,0.01692742003856047,0.013426749460078886
SOX21_motif2,0.016926653826069237,0.01055671388094796
FOXO6_motif1,0.01692128711907918,-0.006566675251829169
ATF3_motif3,0.016911130453100547,0.013429748125846915
SPZ1_motif2,0.016897894143521854,0.016184695805309526
GATA1_motif1,0.016710332836597095,-0.0028327827911782274
GATA1_motif6,0.016710169454549468,-0.00343832670535088
FOXO1_motif2,0.016683238721748456,-0.004400128618060561
MLXIPL_motif2,0.016589441797325105,0.01311517355804553
TFEB_motif1,0.016479226158976415,0.0109407346829436
FOXI1_motif2,0.016451255429549488,0.012202509784438174
PPARG_motif1,0.016348821997231408,0.0107304030168827
GATA2_motif1,0.016297293952484863,-0.003603667096084391
ZNF24_motif1,0.01629373954730741,-0.004347383379096925
ZIM3_motif1,0.01628189822046732,-0.013176331281178335
ZBTB7B_motif2,0.01626095479376367,0.01010098521174914
REST_motif2,0.016248710309800584,0.013485438785718208
BHLHE40_motif1,0.01616568341666087,0.013287718877008563
SOX7_motif2,0.016081508508906408,0.012698844414613084
MYCN_motif2,0.01586350842146867,0.014641038663672107
KLF3_motif1,0.015780644176807888,0.00847941808344799
ETV2_motif1,0.015766328787693917,-0.014494974094252716
SOX18_motif2,0.015765870164627587,-0.013092070240234144
ZNF41_motif1,0.01576018999966315,0.014676568003319146
SOX10_motif2,0.01570205669870997,0.008899793897399179
PDX1_motif1,0.015700120077382206,-0.0003012626700827988
FOXC1_motif1,0.015681560422873487,-0.0010937764921819442
FOXB1_motif2,0.01566508281968429,0.012040306622446479
SOX18_motif1,0.015656920278667535,0.010948675319433209
ZIC4_motif1,0.015652143238638578,0.020422349097207894
PURA_motif1,0.01563320899543175,0.019064625881121917
SRY_motif3,0.01562664005087501,0.006216951414467083
EGR1_motif2,0.015566332696863099,0.013967201624146913
FOXC2_motif1,0.015555651243998152,0.0028975536049832707
RXRA_motif3,0.015533023930755544,-0.005084023597445562
NHLH1_motif1,0.015496339077791658,-0.0020449150467209045
POU3F1_motif2,0.015478244505829073,-0.010265225575486038
HOXA5_motif2,0.015410436350884791,-0.0025067700944135718
BACH2_motif1,0.01538562286032325,0.007811399629222666
JUND_motif3,0.015378153480582874,0.0004813410670003331
CEBPA_motif4,0.015338569177015574,-0.00871332118602569
NR2F1_motif1,0.015327409050206915,0.014970503127129076
TFCP2_motif3,0.015306280927209965,0.006795665665301951
SOX17_motif2,0.015267730833226727,-0.012263385124381168
GATA2_motif2,0.015235550886686659,-0.004006720194967719
ASCL2_motif1,0.015136336598280193,-7.830810050201986e-05
POU5F1B_motif1,0.015134058378468226,-0.007468433548846016
TWIST1_motif2,0.015070417912498763,0.0026162756382754177
BATF_motif2,0.015053865179650098,0.011907742121301768
HEYL_motif1,0.014931635927704941,0.017513581397175366
ZBTB7B_motif1,0.014852874553074918,0.007672588831481057
FLI1_motif4,0.01466524720459162,-0.016975799035958607
ESRRG_motif1,0.014521798683740431,-0.016329127919505526
THRB_motif4,0.014503781788550803,0.017086880570632023
SOX8_motif3,0.014481871518320638,0.004090494492712666
GLI1_motif1,0.014461839163546543,-0.014782005542039666
JDP2_motif1,0.014365733616964632,0.0021536808273179874
VENTX_motif2,0.014309264131296111,0.004349488252553299
NKX2-3_motif1,0.014204105307921985,-0.0024308106872595217
TEAD4_motif1,0.014178159085426635,0.007382716537077843
PRDM16_motif1,0.014153915129441176,0.003039545706718503
NR3C1_motif2,0.014115742008254271,0.0006565899737279478
OLIG2_motif1,0.014101834544459745,-0.008745299992107776
NFE2L1_motif1,0.014090591422505173,-0.008196910574116853
CEBPZ_motif1,0.014072346122554782,-0.000489020063992379
GATA1_motif7,0.014010891365235372,-0.002532256776881735
MYOG_motif1,0.013985299904706735,0.00011097678717830545
HESX1_motif1,0.013973651852838175,0.008084569705780784
VENTX_motif3,0.013958631769117956,0.0003196314744720321
HOXC9_motif1,0.01392522462329901,-0.010167704648880702
NANOG_motif1,0.013898695417468361,4.6441184021266735e-05
GATA4_motif1,0.013760822670682387,-0.0029702980454918296
XBP1_motif1,0.01374699471758253,0.006173530770824484
JUND_motif1,0.013731310713448784,-0.005811844547412418
SOX8_motif4,0.013721205519539535,0.015076214592622629
NR3C1_motif4,0.013678594980247804,-0.007381964975583401
NFYC_motif1,0.013654025340143221,0.008279989285733386
FEV_motif1,0.013611946332494322,-0.016637278605957578
CREB5_motif1,0.013602905995038628,-0.00042837922150561506
PRDM4_motif1,0.01351047464947577,0.002864967363276389
LHX6_motif1,0.013503564412088446,-0.012478391844046937
TFAP4_motif1,0.013433429397653017,0.002247908621459091
ZBTB4_motif2,0.013399061541756841,0.011215107547244916
BARX1_motif1,0.013398628878871192,0.00426398607452522
CTCF_motif1,0.013364667583041641,0.011174372600441757
ZNF410_motif1,0.013327880132346426,-0.00976898141878225
ALX1_motif1,0.013253626109369174,-0.005646737716797373
SOX14_motif1,0.01320992774884867,-0.005396713505034354
NFATC1_motif4,0.013138379819995674,0.005650076778812035
CEBPA_motif1,0.013104610332000279,0.006275845752176885
PBX1_motif1,0.01302684950430245,-0.0013272253323516068
NR2C2_motif4,0.013007681089669923,0.010318670435205856
PBX3_motif1,0.012994150272641208,0.009911891989264615
SOX10_motif3,0.01292115886400878,0.008581465149215192
ZBTB49_motif1,0.012884536894182702,-0.013646684925853005
MECOM_motif1,0.012867739475423851,0.002169142539763341
TFAP2B_motif1,0.012684384532845124,0.016791806744454272
ZSCAN16_motif1,0.012656229005240362,0.014625669197488863
MSX1_motif1,0.012640125807357096,-0.00025913168094182073
EMX1_motif1,0.012582236866283571,-0.013728571445718454
NR1H2_motif1,0.01246759399828401,0.007859350324393447
SOX10_motif6,0.012437599108332942,-0.012227085252338421
ARNTL2_motif1,0.012423054560512615,0.009831823191469274
HSFY2_motif1,0.012361357847788683,-0.013999326879066147
ZNF282_motif1,0.012322790840971877,0.0036350257105973297
ZSCAN10_motif1,0.012306729802911077,-0.008702579926936028
POU2F1_motif8,0.01223952887982251,-0.013880914731395225
RFX2_motif1,0.012197335415081879,-0.010733463791466035
TAL1_motif1,0.012145573912101412,-0.008385930500863623
MECP2_motif1,0.012103911652973086,0.015209426223608744
FOXO1_motif4,0.012062463657031435,-0.01429462798927473
TBX21_motif2,0.012043619072219411,0.0005033287491036484
NR5A2_motif1,0.012026821999867996,-0.00015555027476281668
RORC_motif1,0.011996209587722717,-0.005155016438950182
NFATC1_motif1,0.011908256454834322,0.004516651500337709
NR6A1_motif1,0.011884730479199069,-0.015659431773321252
KLF4_motif1,0.011874304593513133,0.015037397703784126
OLIG1_motif1,0.011859284244893107,-0.015907956366923548
TBX1_motif4,0.011797936649732395,0.01516378559735699
POU6F2_motif2,0.011774582797838261,-0.002586520156615385
PRRX1_motif1,0.011718018702186313,-0.003865748426142261
MYBL1_motif2,0.011703398107745669,0.009988562224474196
SOX2_motif4,0.011658670081691566,0.0008510278961419868
GCM1_motif1,0.011637269417551322,0.01736780518137981
POU2F2_motif1,0.011541299275522469,-0.02464711328166144
NFIL3_motif1,0.011533950445569287,0.004089669411334485
ZNF75D_motif1,0.011520492883524509,0.00014571320020784456
ZNF75A_motif1,0.011520492883524509,0.00014571320020784456
HAND2_motif1,0.011440937380039422,0.0063276180141647285
HAND1_motif1,0.011440937380039422,0.0063276180141647285
OLIG3_motif1,0.011424893641973436,-0.009851043261563353
PAX2_motif3,0.01140537384794091,-0.0033834059665680555
RFX1_motif1,0.011375312753416043,-0.015713752493673763
SMAD3_motif2,0.01137269497281067,0.01729697633323005
SOX9_motif5,0.0113710715853113,-0.0028302090450708466
POU3F2_motif4,0.011229704076557321,-0.005863034743025815
REST_motif1,0.011164399754549382,-0.013676617197566064
CUX1_motif6,0.011112460075886151,0.015505989683262347
SP4_motif3,0.01110819916255764,0.007929187591450495
HOXB13_motif2,0.011070735728319422,-0.014277547535265013
MAFK_motif1,0.011053822609477461,0.0028867769308276634
MTF1_motif1,0.011038478736690548,0.0036442889102948346
ETV6_motif1,0.011034630068585967,-0.012915975936351165
EGR4_motif2,0.011025652593891176,0.013870083100718982
FEZF1_motif1,0.011007185002252395,-0.017652699315672992
SOX15_motif4,0.011006983474633166,0.012155151853518495
NPAS4_motif1,0.010990453584298265,-0.010123781938604111
BHLHA15_motif1,0.010822463237821791,-0.005503148493397067
ATOH1_motif1,0.010801397549670676,0.0063751962398358245
BHLHE41_motif2,0.010773439637318827,0.013604980873686555
TERF2_motif1,0.010735769662742034,-0.00797193555260917
