Symbol,IRF4,BATF_1
ADD1,0.01489171475367399,-0.008336512672888357
ADD3,-0.00261592942344128,0.005441522992025686
ADGRB1,0.0018675805271058405,-0.04022288365318865
ADGRE1,-0.02719329976521375,0.01507547199927116
ADGRE2,-0.004689494795984197,-0.0005939818483642129
ADGRE5,0.022166633374135034,-0.008896994199942386
ADGRG1,-0.005433654095019279,-0.024744237175347395
ADGRG5,-0.07009003066679244,0.02461614895596048
ADH5,0.00408889700096098,-0.0021391583464795074
ADHFE1,0.001962186656223002,-0.0007459510727849798
ADI1,0.006339938653706764,-0.016621204685882976
ADIPOR1,-0.006136047528166203,0.0041237791821716425
ADIPOR2,0.007132409282506582,-0.003817927119806133
ADIRF,0.0192720423228102,0.028541787525016314
ADM,-0.07145254144014619,-0.015846955751820362
ADM2,-0.04556320104932331,0.0008296913883887897
ADM5,-0.005980853743296138,-0.002884547040830278
ADNP,0.01511512389572801,-0.028990810154049123
ADNP2,0.00634964964186582,-0.014729098659694635
ADO,0.03866981083810293,-0.0107883818634937
ADORA1,-0.017321825649315004,-0.006357394481201651
ADORA2B,-0.006667832566221463,0.01935996087310471
ADPGK,-0.030612326407488774,-0.005962053624689455
ADPRH,0.06839295831486937,0.0003443140928745539
ADPRHL2,0.011906717021809114,-0.00044919459825654666
ADPRM,-0.0038625473084785197,-0.010311220523899454
ADRA2B,-0.020795777223674754,-0.01331840718059167
ADRB2,-0.01688915885594382,0.004498251975008331
ADRM1,0.012028123201280714,0.004049959028461336
ADSS,0.022570142217399145,-0.0037959820924177864
AEBP1,-0.01515364901599816,0.021266323184710313
AEN,-0.02299112513821413,0.005989200724743848
AES,5.579536733393291e-05,0.002512998778263922
AFAP1L2,0.07907960268943967,-0.0018994379072435998
AFF1,-0.04973429968288833,0.0019699671458779685
AFF3,-0.00215480173994718,-0.014950887886803588
AFF4,-0.017490410225125715,-0.0010189711192716293
AFG3L1P,-0.04494709079285143,-0.02257526833714223
AFG3L2,0.023392755788189605,-0.0014815629581072345
AFMID,-0.0046437806259328205,-0.025229201253417773
AFTPH,-0.008377169627291875,0.025677369240136288
AGA,-0.009270562925305745,0.006072051042484789
AGAP1,-0.02663396965461103,0.02089505156104443
AGAP3,-0.022460905737580035,0.008322702151939811
AGAP6,-0.021698883323560254,0.010057984063269755
AGBL5,0.004261137872422265,0.004447531700881353
AGGF1,0.013175949137610206,-0.001390617746886572
AGK,0.045000061523283875,-0.01534044574866489
AGL,0.02288778201620126,0.007577168906940858
AGMAT,-0.008678872679638216,0.012907433798942991
AGO1,0.026699416496167444,-0.0002132728539966171
AGO2,0.003896656681109979,-0.012034725760251093
AGO3,-0.0021326863747886137,-0.004261392878372609
AGPAT1,-0.04838754502380178,0.01839291035930118
AGPAT2,-0.03376501541445572,0.0066546441408290285
AGPAT3,-0.005127853026977654,0.018970106682622823
AGPAT5,-0.03961964685489156,0.0009930303911363499
AGPS,-0.013510453325665115,0.020187376310948083
AGRN,0.01212166752614832,-7.221799699691252e-06
AGTPBP1,-0.004852031929022284,0.004730441536276861
AGTRAP,0.0002539712762033134,0.011416103841244495
AHCTF1,0.006634039545434588,-0.02324017580982142
AHCY,-0.019546215184648174,0.011271821553669209
AHCYL1,0.016968500297046066,0.0025409791737070293
AHCYL2,0.025679894415540604,-0.010489318633622883
AHDC1,0.031043532740765566,0.012497175201564178
AHI1,-0.020207000253941874,-0.012772694984649438
AHNAK,-0.00962228618649061,0.0011268146912967758
AHR,0.01879700246138219,0.0015879271760752525
AHSA1,0.023184276884416648,0.004207047844860066
AHSP,-0.020899068033452657,0.005599818135583397
AICDA,0.032425345412976855,-0.016704963864182302
AIDA,0.003879442331774857,0.01589452085387956
AIF1,-0.08982460048080886,-0.007489618502417868
AIF1L,-0.024999785861251816,0.008232748392504914
AIFM1,-0.032871920431308634,-0.0005535445379482699
AIFM2,0.03344594180165361,-0.015535799577475523
AIG1,-0.051559609432374906,-0.004061849882867151
AIM1,0.02720904133397718,-0.008426486134757771
AIMP2,0.014244687775019395,0.007864223956144832
AIP,0.007005617880864384,0.007796606530113537
AIRE,-0.02542569158126856,0.007203879183915477
AJUBA,0.011141984408857997,-0.0028151219785086134
AK2,0.0005124269775533718,-0.009693243458196625
AK3,-0.008456519255648321,0.002333208885461415
AK6,0.002616960217835277,-0.017055039356345284
AK8,0.002417037213221081,-0.008578129182874707
AKAP1,-0.0185298628043,-0.028176549508633613
AKAP10,-0.003680468070547498,-0.023099508104499365
AKAP11,-0.006752181722708022,0.010497003687754422
AKAP13,0.02816046589751853,-0.0013779185295734544
AKAP5,0.003604883106815603,-0.009781486194864108
AKAP7,0.04838090948293679,-0.00020370065454147285
AKAP8,-0.016033783214868595,-0.0017261351580466619
AKIP1,-0.028043471941633966,-0.00506646219708206
AKIRIN1,0.018253653507502247,-0.0247085482562647
AKIRIN2,0.03874134840259598,-0.007694213333216697
AKNA,0.011503136411218636,-0.0025137690093805527
AKR1A1,0.003896814684334378,0.006342471245331734
AKR1B1,-0.0002836535042297043,-0.004625261222741748
AKR7A2,-0.0026733125395340617,0.0018216007603358054
AKR7A3,-0.0005071396458623042,-0.004698881074949751
AKT1,-0.002888652213521172,0.0015748820610027542
AKT1S1,0.0014438668615133628,0.010906776555051461
AKTIP,0.0326690696061801,0.006281663667586734
ALAD,-0.022684769868409647,0.002874499895554313
ALAS1,0.032574734656361105,0.013581488161490364
ALCAM,-0.01775844256403919,0.011346152603560037
ALDH18A1,-0.02120718354356986,0.01645077252213675
ALDH1A3,-0.030985210869495974,7.189625445758776e-05
ALDH1B1,-0.041357653504692976,-0.005293986859822579
ALDH1L2,-0.10148459829817627,0.004895868146556628
ALDH2,-0.018081886325932026,0.02467625294742946
ALDH3A2,-0.0030870135133244047,0.0027606095070374574
ALDH4A1,-0.0047758409942994465,0.013975457619352451
ALDH5A1,0.030433533823744224,-0.014253730401769957
ALDH6A1,-0.023357232523604016,-0.012722933580113187
ALDH8A1,-0.008761347723692619,-0.009078418309677401
ALDH9A1,-0.014019725584906861,-0.0009387166529572699
ALDOA,-0.005776178212795557,-0.011174368606981483
ALDOB,-0.009146327746670423,-0.003960211823968032
ALDOC,-0.0015753552780900697,0.008218965128520302
ALG1,-0.013069688734611435,-0.011477553255809151
ALG10B,0.0008140793115637418,-0.012402726010263394
ALG11,-0.011030300756873517,-0.013036063096159525
ALG12,-0.012276178515922444,0.0033613961395315794
ALG13,-0.013545364074688196,0.0009338954540167056
ALG14,0.0060513040937082785,-0.013977632822995844
ALG2,0.013403481686493052,0.01731529090425457
ALG3,-0.04866254268795786,-0.003003330329697514
ALG5,-0.021801906685282563,-0.012751892513371707
ALG6,-0.013252137575670054,-0.002831477819626766
ALG8,-0.023588825201390873,-0.008577797935112536
ALK,-0.012907205231579972,-0.0205850702765139
ALKBH1,0.003851916690599581,0.0012875019245100286
ALKBH2,-0.0024242903099185534,0.0038335003943750544
ALKBH3,0.017896725492296945,-0.006189826957030252
ALKBH4,0.008343125838616442,-0.005974405166017755
ALKBH5,-0.02974229973408329,0.014481143472122227
ALKBH6,0.023242835923242923,-0.0008178530986432247
ALKBH8,0.003959805035319742,-0.018501105033284282
ALMS1,0.005265048143103695,-0.01777117095936675
ALOX5,-0.022547983621745888,0.01259299410648925
ALOX5AP,0.12914684231401408,-0.032395976713836726
ALPK1,0.021535464258701058,-0.01639904338853068
ALPK2,0.0014254055866242967,-0.011616234830423153
ALPP,-0.0239251609047259,-0.004439271993740221
ALS2,-0.05000985533044416,-0.0022836668070507805
AMACR,-0.017408809463482066,0.0032553658954901526
AMBRA1,-0.0030136459471194026,-0.012235784759478651
AMD1,-0.011604900508108262,-0.0025479570275273415
AMDHD2,0.021542270483001356,-0.03703909701500342
AMER1,-0.01657400310239183,-0.02728362811158524
AMFR,0.01240309340563582,0.003294652777372315
AMMECR1,-0.015678708490446905,-0.0005106439206688786
AMMECR1L,0.03438024687290991,-0.010012801086603988
AMOT,-0.025996699079211587,0.005102690830688996
AMPD3,0.03534043111159713,-0.012567040378425846
AMT,0.0079317910198981,-0.014956012769569696
ANAPC11,0.016099750183643194,0.016685814548068032
ANAPC13,-0.017812156492187738,-0.00185258858618664
ANAPC4,-0.001714588457199364,-0.02248733165403748
ANAPC5,0.006208950957303289,0.008003527529484787
ANAPC7,-0.0008042139861540525,-0.016137370827869976
ANG,-0.08288540470047992,0.0064908700482983455
ANGEL1,-0.008179388285013307,-0.006559887070082305
ANGEL2,0.009315738537568239,0.0005564322412675427
ANGPTL4,-0.012387093377448798,0.02512819026450745
ANGPTL6,-0.006382342840501277,-0.014766895356878241
ANK1,0.039217574508926836,0.005724203965309814
ANKDD1A,-0.04167946665722353,-0.00646806371729563
ANKFY1,0.013010048114130686,-0.0030023100417937145
ANKIB1,-0.004472955829966349,0.003919301927862148
ANKLE1,-0.019706270022408694,0.0039065215620223605
ANKLE2,0.02098824020437458,0.0028770201787717566
ANKMY1,-0.0076071851820930115,-0.0006229963757135254
ANKRA2,-0.011640407722015182,0.003299777848745658
ANKRD10,-0.007603625522014086,-0.023278259383650354
ANKRD12,-0.02325325883482676,-0.02111796270115487
ANKRD13A,0.04838837978389425,-0.017649623257519422
ANKRD13C,0.015799898410468687,-0.01197511616396435
ANKRD16,-0.00010325378170961931,-0.003725120260819327
ANKRD17,0.008998878873383838,-0.00861996284070962
ANKRD19P,-0.008192017414437262,0.0014674363990554507
ANKRD22,-0.004586754320801468,0.005013622118473633
ANKRD24,-0.01135094150911515,0.0011324946681089436
ANKRD26,-0.011251370390224861,-0.013891727856122672
ANKRD27,-0.0071410838727464995,0.00731591374178617
ANKRD28,-0.008747153874118032,0.012832036142850476
ANKRD29,0.03615700251077477,0.011312695180256915
ANKRD33,0.03569508355072872,-0.024579784736454224
ANKRD34A,-0.0176954538751101,0.025311275940838863
ANKRD37,-0.1195245643982414,0.04253994020013284
ANKRD40,0.01908569119848134,-0.0019674777886481472
ANKRD46,-0.013997884842087614,0.008448372556693852
ANKRD49,0.004632053333307564,-0.015315181813198835
ANKRD50,-0.009339244324827538,-0.00017474164286935797
ANKRD52,0.003543385172457864,-0.005577043987566648
ANKRD54,-0.0018237818026923041,-0.0055121553061244465
ANKRD6,0.02635422084600844,-0.008517608604609327
ANKRD9,0.006287811119407982,0.004480861476560965
ANKS1A,-0.015683510292471597,0.009190029588142563
ANKZF1,-0.02412853421773553,0.013212799445410327
ANLN,-0.015537442408983382,-0.01005880510048217
ANO10,0.01355002830155569,0.0019577506769877765
ANO3,-0.011103259867006311,0.008324245477291532
ANO6,-0.022247383754592592,-0.008619104349918905
ANO9,-0.015597398816973569,0.005444499908797074
ANTXR2,0.030241563392173407,-0.0002199013194662078
ANXA1,0.03521198407426608,-0.0033213769129744
ANXA11,0.020072940898825067,-0.009546766258475175
ANXA2,0.013228828643001117,-0.007329180893221814
ANXA2R,0.03884146259363451,-0.012219832334937307
ANXA3,-0.007454685546045506,0.023413410222086466
ANXA4,0.033871860333401185,0.0024661407671743504
ANXA5,-0.005786797957362123,0.004084955991501407
ANXA6,0.031160380549392824,0.025530367758976564
ANXA7,0.031048351793285668,0.0017490594878644924
AOC1,-0.0060403285810817,0.033565142923863485
AP1B1,0.003718263715204777,0.009173989012783308
AP1G1,-0.02582427362200535,0.00029314069705719495
AP1G2,-0.003616557751339369,-0.0008136384547378973
AP1M1,0.017908657571491047,2.97130912116921e-05
AP1S1,0.02586935700964329,0.020571855366111724
AP1S2,0.008329559600957239,0.0020849949140221333
AP2A1,-0.009665038036070574,0.015344232723268897
AP2B1,0.0021893650116883907,0.007629056501584954
AP2M1,0.012324013861631997,0.019928586470089948
AP2S1,-0.012103210856088958,0.006533336352148017
AP3B1,-0.004171337590781379,0.008182177240187497
AP3D1,0.005416979849233323,-0.0011421783599638393
AP3M1,0.0037032096850923447,0.007023935508156304
AP3M2,-0.02894920187922419,-0.012677940748352122
AP4B1,-0.002813197201199951,-0.006105102745260605
AP4E1,0.0274164953109353,-0.0008624660831979397
AP5M1,0.009353524677605108,0.006243247837734144
AP5Z1,0.019991009302142582,-0.005469738896204959
APAF1,-0.04161599236757251,-0.03148152150400975
APBA3,-0.00012829399606285416,-0.008711437808950891
APBB1IP,0.00013982557938601098,0.005722703128869431
APBB3,-0.01307783849053891,-0.019102362372923436
APEH,-0.014567451484804306,0.004304059854650172
APEX1,-0.01547961838561931,-0.0019287864326023299
APEX2,-0.016853006644528008,-0.0026549486801316995
APH1A,-0.015240716258843164,0.006907153552327757
APH1B,0.009001206750189483,0.009498191337192066
API5,-0.002551586865005687,-0.010278443367165225
APIP,0.006808220753453244,-0.0020357911972270297
APLP2,-0.0003644871063410288,-0.010101633367879871
APMAP,-0.010585735934403756,-0.015173027744876473
APOBEC3B,-0.052152508249036826,-0.005196671581989439
APOBEC3C,-0.015953082903999164,0.01967824727110045
APOBEC3D,-0.01071373496837334,0.005174489555321124
APOBEC3G,0.026673365976950043,0.00860657920661295
APOBEC3H,-0.05312277298309358,-0.021622331326104607
APOBR,0.042108371955755515,-0.008441405150730965
APOL1,0.015936604156804784,-0.023568931746997826
APOL2,0.019154200284226756,-0.003891283651359356
APOL3,0.03233676106308924,0.0168987138608303
APP,0.013435356930616132,0.005047152150111226
APPBP2,-0.008998009928450368,-0.0026069621102488534
APPL1,-0.021321228950575085,0.018702851267464897
APPL2,-0.007532150195869631,-0.027154148595863323
APRT,-0.017131614951434924,0.007928492495738374
APTX,-0.0033186215190254068,-0.0052655293008895
AQP11,0.01049041201026381,-0.008015372284946178
AQP9,0.04274076916807935,-0.014762166576915037
AR,0.0013174266754631143,0.01647566986584762
ARAP1,0.016489053661185388,0.008828541922391778
ARCN1,-0.007561495209649343,0.002741898581440453
ARF1,-0.0227793157228065,-0.0027905270090031226
ARF3,-0.024418717506848243,-0.0014742769618817252
ARF4,-0.027966589301733496,-0.011211312670366248
ARFGAP1,0.006043652694443457,-0.02271327410188192
ARFGAP2,0.031012688419608036,0.0030453966777393864
ARFGEF1,0.022705047155085048,-0.007396922810586694
ARFGEF2,-0.03563202450993661,-0.007683567833084212
ARFIP1,0.009494829356928155,-0.014968282683295791
ARFIP2,-0.030356383706621283,-0.021186627466827725
ARFRP1,-0.0030669639495670255,0.0017245869939964368
ARG2,0.007234766773312871,-0.009928831124272891
ARGLU1,-0.002539114015512512,-0.004923256512464096
ARHGAP1,0.0032075845255560968,-0.0031556927078995973
ARHGAP10,0.00186995344946064,0.010199500134987875
ARHGAP11A,0.006745295084369552,0.015010816341226486
ARHGAP15,-0.012839892287318166,-0.014418817208936353
ARHGAP18,0.01249472943466923,-0.0050913346115457675
ARHGAP19,-0.008061114898957904,-0.007077386618097344
ARHGAP20,0.02818784874405665,-0.025531344136103615
ARHGAP21,0.0021942130951569726,-0.0024741375654855737
ARHGAP23,-0.05187108361437122,-0.011878029115557907
ARHGAP27,-0.005111231685050841,-0.008884152860597945
ARHGAP30,0.041686727123674716,0.01000992977180326
ARHGAP33,-0.03164743744528142,-0.029762697647317603
ARHGAP44,-0.01299694297484968,-0.01073359580670081
ARHGAP45,0.0027220533983974863,-0.010946047080525689
ARHGAP9,0.011991220620687124,-0.019958771855911595
ARHGDIA,0.011683388350858293,0.014402818214378395
ARHGDIB,0.0009146288851758681,0.009594026390441641
ARHGEF12,0.013739332692103819,0.016881900829485336
ARHGEF17,-0.007469448806987532,-0.002629970414448765
ARHGEF18,-0.01760172938112343,0.007078873311832364
ARHGEF19,0.004971052769001757,-0.0012447831473457853
ARHGEF2,-0.011364252332770794,-0.007773594403957504
ARHGEF3,0.09062931105798135,0.003654512443028436
ARHGEF39,-0.03374275638640811,-0.015633777426402574
ARHGEF40,-0.011203963342306009,0.017236492226247666
ARHGEF5,-0.027749370617278075,-0.003204416320402672
ARHGEF6,0.014951872022258799,-0.007415568485803585
ARHGEF7,0.0022593926403524254,0.003998457993123063
ARHGEF9,-0.0013839741173434245,0.01579731536018874
ARID1A,-0.045321443082332574,0.0036153347466792796
ARID2,-0.012613026927352625,-0.014846518841833516
ARID3A,-0.016152957352057545,-0.00401885928021267
ARID4A,-0.03572473404811852,-0.016977733735300333
ARID4B,0.0037017165008796293,-0.01494357564233938
ARID5B,-0.042446895259735,0.03855259613477839
ARIH1,-0.018117042131990106,-0.0032495591471650882
ARIH2,-0.0166925665421584,-0.023433451410178115
ARIH2OS,-0.00014316980753949514,-0.022223178733455532
ARL1,0.0004497793956524516,-0.002452130938242646
ARL13B,0.015192595533200548,0.00298384929672103
ARL14EP,0.009589630648182077,0.006083743293418495
ARL16,0.0033362630682752066,-0.01138106926451723
ARL2,0.011129791718214445,-0.001063041038172708
ARL2BP,0.006382676857366839,-0.01392544192093076
ARL5A,-0.018294471827410386,0.00869408633841081
ARL5B,0.011221414141560367,0.011581109832177472
ARL6IP1,0.002303430562356721,0.003819020519172535
ARL6IP5,0.015092239778756978,0.003610846878367367
ARL8B,0.055401664759476214,-0.010804064513802293
ARMC1,0.01586165220530024,0.005682328846065731
ARMC10,-0.011501548962647398,0.01141521822710532
ARMC5,0.0014533729966450743,0.013669065771799943
ARMC6,0.021197782561806707,0.007494382545194868
ARMC7,0.020698173338455465,-0.028033648206648658
ARMC8,0.010267460360592683,0.016087827069306757
ARMC9,0.01736830211272709,0.0525634675122491
ARMCX2,0.0036049281529198507,-0.0011637163779417503
ARMCX3,-0.03193124968187451,0.01518137362462533
ARMCX5,0.001655997428215475,0.007083201265234905
ARMCX6,-0.016043742439271,0.005385325274320387
ARMT1,0.022545567457628094,5.373403941059836e-05
ARNT,-0.008398502927234555,-0.006476862910004126
ARNTL,0.0344490626243738,-0.012481881196594711
ARNTL2,-0.021724718456935712,0.005486666458221793
ARPC1A,0.003482253723166328,-0.019699903921284782
ARPC2,0.0012643027484256163,0.005447459074229192
ARPC4,-0.007407787252457927,-0.015222564792037296
ARPC5,0.029680634519947527,0.010164392208508621
ARPC5L,-0.00925430077968274,-0.01378007845368773
ARPP19,0.02012344611005214,0.007072542865900934
ARRB1,-0.007752330277699685,-0.005057995851430205
ARRDC1-AS1,-0.00640699631942459,0.023180249565195783
ARRDC3,0.00974844628267276,-0.012557009731448777
ARRDC5,0.010940850807012908,0.012796996472799645
ARSA,-0.02340101455923467,0.018761464664369204
ARSB,0.0007964575745815072,0.007127564260792044
ARSG,-0.014212264903895305,0.01635849543880105
ARSK,-0.01805738223995778,0.004849440594341896
ART1,-0.01643048878493882,0.021290566062030867
ARV1,0.004604427643945766,0.0010395126766381138
ASAH1,0.01660895920123828,0.0007473830037586915
ASAP1,0.03660302577613006,0.02097750388167234
ASAP2,-0.011974349966355817,-0.016138281242323027
ASB1,-0.01260195855961636,-0.02302691809166538
ASB13,0.025059125059495594,-0.00498902781517315
ASB16,-0.08271666119739184,0.012702741519800517
ASB16-AS1,-0.02028850834949525,0.0068120770518919835
ASB2,0.03204011873064536,-0.0025919060199243228
ASB7,-0.003261902663724777,-0.003180819341480769
ASB8,-0.004272001273851164,-0.0009099912402301543
ASB9,-0.032328648650171876,0.005851841008500325
ASCC1,0.012615237501319945,-0.00126605334654539
ASCC2,0.006141321597197643,-0.006656059987183489
ASCC3,-0.0021773186628090374,-0.009163691783198251
ASCL1,-0.06034481962447642,-0.016937874322042433
ASF1A,-0.0635164249114343,0.0009481978227383644
ASF1B,-0.011456059547310101,-0.008258557189743661
ASH2L,0.003914968935686924,0.0029112405534413226
ASL,0.0012287398236879889,-0.013239609459204807
ASNA1,-0.0011936965029165382,-0.01182472967541279
ASNS,-0.030708503434968736,0.018780605245210833
ASNSD1,-0.012669350117955816,0.008632773906362226
ASPHD2,-0.021158632348556434,-0.011661980025520106
ASPM,-0.04236637741080063,-0.01622678087222832
ASPSCR1,0.0028024508718189887,-0.015636155629491957
ASS1,-0.036210342288833366,0.03128777405112572
ASTE1,0.013646143697587031,0.007939323432033907
ASTN2,-0.007714906581690248,0.0131309612622822
ASUN,-0.02041385766291423,0.010708711012089363
ASXL1,-0.0366154336452786,0.006016717966242812
ASXL2,-0.01262885464619274,0.011131397230622982
ATAD1,0.02351500888236652,0.006430095577281402
ATAD2,0.00040453749151073197,0.0013226800601834816
ATAD2B,-0.009904759309210155,-0.01577473413510553
ATAD3A,0.03859151725571438,0.002185445236245199
ATF1,0.02912790214115306,-0.014043965635602607
ATF2,-0.039899838516444644,0.013982116444497398
ATF4,-0.027674176266915988,0.01804916244762609
ATF5,0.00642065494381517,-0.002828202948916655
ATF6,0.009818840798643317,0.0016873251639521125
ATF6B,-0.009850933360898971,-0.0018252894044978895
ATF7IP2,-0.006844045377024679,0.00459877444523208
ATG10,0.009939601929530894,-0.009582073332468705
ATG101,0.01707194548089039,-0.0003029904494071038
ATG12,0.008923993930117839,0.003402742793723247
ATG14,0.008129951160526474,-0.012108839225130383
ATG16L1,0.025839906986427862,0.003044574675269762
ATG16L2,-0.02591610623200763,0.0051316129443797825
ATG2A,0.007565400304305204,0.012315843769078351
ATG4A,0.007583375554697238,0.01395481898525686
ATG4D,0.00559124527100386,0.022187484872465663
ATG5,0.013358376768944455,0.021644185310163443
ATG7,0.02833473454719376,0.0001426722860146728
ATG9A,0.025077509948514667,0.019520775023800684
ATL1,-0.0024061329501793957,0.003222869705573335
ATL2,-0.02429582395392518,-0.0025424215590816057
ATL3,0.030839848509633727,-0.010313578382797438
ATM,-0.029373146721662517,0.0033959143639807113
ATMIN,-0.0109685655453677,-0.010328487792389728
